N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Temperature,Humidity,Rainfall,Season,Irrigation_Type,Recommended_Crop
124,88,36,6.87,39.75,Silt,20.87,44.91,2775.8,Zaid,Canal,Rice
29,18,105,7.47,30.94,Loamy,31.82,43.48,542.78,Zaid,Rainfed,Millet
119,80,51,7.54,14.34,Silt,10.13,80.65,415.53,Zaid,Sprinkler,Wheat
128,33,61,7.36,39.79,Loamy,33.4,62.53,2005.46,Zaid,Drip,Rice
127,21,102,7.41,10.49,Silt,35.17,51.04,2419.69,Kharif,Sprinkler,Rice
159,69,114,4.74,20.43,Sandy,22.94,72.85,966.67,Kharif,Canal,Tomato
113,87,57,6.64,49.05,Loamy,36.61,78.58,1043.75,Kharif,Drip,Sugarcane
82,25,41,7.63,11.9,Silt,21.43,81.77,1199.01,Rabi,Drip,Wheat
103,38,33,4.88,42.33,Clay,30.84,37.16,2344.26,Kharif,Sprinkler,Rice
44,41,12,4.55,57.49,Sandy,21.66,64.95,933.57,Rabi,Canal,Potato
31,44,36,7.76,18.56,Silt,11.14,70.69,446.82,Kharif,Sprinkler,Wheat
44,52,82,7.35,30.86,Silt,12.5,36.99,1065.68,Zaid,Canal,Wheat
30,62,49,6.15,38.77,Loamy,23.26,66.61,2904.89,Rabi,Drip,Rice
83,29,32,8.26,32.52,Loamy,39.7,31.92,1416.7,Kharif,Drip,Maize
145,17,16,7.57,41.02,Sandy,15.33,50.49,1767.94,Zaid,Sprinkler,Wheat
69,51,90,8.37,30.2,Loamy,36.87,40.32,2334.45,Rabi,Canal,Rice
108,86,46,8.22,17.43,Silt,37.58,63.67,1763.88,Kharif,Canal,Rice
118,79,16,6.43,14.45,Silt,22.29,41.47,2039.17,Zaid,Rainfed,Rice
135,25,103,7.52,47.22,Loamy,23.85,77.35,2664.98,Kharif,Sprinkler,Rice
115,78,86,7.18,21.93,Sandy,25.08,37.27,1244.29,Zaid,Rainfed,Sugarcane
33,62,91,7.75,52.37,Clay,33.11,75.47,512.14,Kharif,Canal,Millet
20,54,104,7.65,47.15,Silt,13.71,35.93,464.49,Zaid,Drip,Wheat
44,60,31,5.11,12.47,Silt,19.86,56.54,2391.41,Kharif,Rainfed,Maize
91,15,87,5.43,20.06,Loamy,15.12,71.91,2033.78,Zaid,Drip,Cotton
88,42,91,5.56,24.6,Clay,36.35,39.69,1786.13,Zaid,Canal,Rice
152,88,108,7.77,39.72,Silt,12.12,75.14,2803.99,Kharif,Rainfed,Wheat
124,24,26,7.74,50.49,Clay,32.43,87.2,1955.16,Rabi,Canal,Rice
42,23,28,6.48,13.02,Clay,23.19,52.4,333.51,Rabi,Rainfed,Wheat
28,48,104,6.82,22.48,Silt,31.44,30.01,1512.23,Rabi,Rainfed,Rice
137,72,48,7.81,28.81,Clay,36.7,58.61,801.69,Zaid,Sprinkler,Pulses
113,14,45,5.75,19.17,Clay,20.19,84.15,1939.64,Kharif,Canal,Rice
52,61,24,4.7,37.26,Loamy,16.81,69.9,725.54,Kharif,Drip,Maize
149,25,72,6.43,33.9,Loamy,29.51,72.2,2005.96,Rabi,Drip,Rice
33,47,38,8.15,25.82,Clay,39.93,77.55,2673.32,Rabi,Rainfed,Rice
20,62,69,7.66,35.84,Sandy,31.89,84.49,416.07,Zaid,Sprinkler,Millet
109,86,65,5.97,27.79,Clay,33.87,37.49,925.13,Zaid,Canal,Millet
108,62,49,4.76,27.16,Silt,28.9,65.41,2085.78,Rabi,Canal,Rice
109,55,25,7.05,23.27,Sandy,21.05,83.38,2191.4,Kharif,Sprinkler,Rice
33,24,42,7.84,37.02,Loamy,29.64,76.55,1843.03,Rabi,Canal,Rice
130,68,98,7.16,32.21,Sandy,13.86,44.94,589.47,Rabi,Rainfed,Wheat
102,59,25,6.2,19.82,Loamy,24.66,82.48,879.38,Zaid,Sprinkler,Tomato
91,18,39,4.99,10.65,Sandy,27.19,47.65,2740.58,Rabi,Canal,Rice
149,35,107,8.14,17.55,Clay,37.2,54.65,2493.85,Kharif,Rainfed,Rice
46,12,75,5.6,12.14,Loamy,37.59,41.14,2860.06,Zaid,Drip,Rice
93,56,113,5.4,31.58,Silt,11.8,83.11,1345.41,Rabi,Drip,Wheat
118,14,53,7.76,21.25,Sandy,28.96,35.58,1430.77,Rabi,Rainfed,Sugarcane
91,71,116,8.42,31.02,Clay,33.89,89.65,924.82,Zaid,Canal,Potato
42,14,47,7.14,26.47,Sandy,26.09,49.72,1668.69,Rabi,Canal,Rice
87,19,60,7,36.9,Sandy,12.87,72.65,2523.58,Rabi,Canal,Wheat
136,89,69,5.78,46.19,Silt,16.98,37.72,893.51,Rabi,Sprinkler,Wheat
125,72,27,4.58,33.97,Sandy,19.41,59.27,593.78,Zaid,Drip,Cotton
112,34,14,5.27,13.1,Silt,29.88,32.41,2301.49,Zaid,Canal,Rice
84,53,49,6.84,10.88,Loamy,11.97,82.7,2141.52,Zaid,Rainfed,Wheat
87,34,15,5.11,20.66,Silt,26.49,56.79,2521.82,Zaid,Sprinkler,Rice
147,39,85,8.04,31.25,Silt,13.27,74.57,2304.31,Zaid,Sprinkler,Wheat
82,23,21,5.25,12.25,Loamy,21.85,83.67,1374.03,Rabi,Sprinkler,Barley
132,52,21,6.59,26.39,Silt,22.77,34.12,639.03,Zaid,Canal,Millet
109,37,82,6.55,54.35,Clay,23.56,60.69,2200.66,Kharif,Rainfed,Rice
100,28,115,6.92,14.5,Sandy,31.33,41.37,2659.53,Kharif,Canal,Rice
122,51,31,5.81,57.43,Silt,12.44,34.14,627.86,Rabi,Sprinkler,Barley
135,29,58,7.99,52.83,Sandy,18.05,67.32,1652.26,Kharif,Drip,Wheat
32,88,59,6.28,51.59,Silt,29.23,36.85,1120.8,Zaid,Rainfed,Cotton
143,20,89,7.3,53.18,Loamy,38.31,59.52,1654.49,Rabi,Drip,Rice
107,63,13,7.04,14,Loamy,28.62,41.82,287.72,Zaid,Canal,Millet
30,33,59,4.97,17.56,Sandy,36.5,41.86,1189.87,Kharif,Rainfed,Potato
34,79,12,6.99,16.72,Sandy,39.05,61.38,1555.84,Rabi,Drip,Rice
29,26,25,6.7,15.56,Sandy,36.52,63.32,622.44,Rabi,Drip,Millet
60,37,23,8.09,26.39,Loamy,39.17,30.21,1340.97,Zaid,Canal,Millet
92,59,73,8.02,51.51,Sandy,33.31,60.05,692.87,Kharif,Drip,Millet
71,64,50,5.1,22.6,Silt,36.61,70.19,803.84,Rabi,Canal,Wheat
147,82,111,4.83,22.21,Silt,24.74,70.71,2937.46,Kharif,Drip,Rice
47,19,77,5.68,43.79,Sandy,20.36,80.99,1885.07,Zaid,Canal,Rice
84,30,68,8.45,14.85,Loamy,39.99,83.72,1290.37,Kharif,Canal,Pulses
36,67,11,4.59,28.01,Silt,12.93,67.37,1659.57,Zaid,Sprinkler,Potato
114,43,19,7.19,24.77,Loamy,38.75,58.91,1272.58,Rabi,Drip,Sugarcane
157,52,84,6.93,52.37,Loamy,22.93,42.25,1885.14,Kharif,Drip,Rice
82,20,112,7.09,35.73,Loamy,10.67,37.61,201.34,Rabi,Drip,Wheat
57,42,99,5.37,42.32,Sandy,34.09,66.55,861.14,Zaid,Rainfed,Rice
89,67,110,5.41,16.45,Loamy,23.33,86.79,2968.97,Kharif,Sprinkler,Rice
123,55,35,6.22,56.45,Loamy,33.96,46.69,514.56,Kharif,Canal,Millet
72,70,13,4.88,26.12,Sandy,11.34,35.97,421,Rabi,Sprinkler,Cotton
138,71,99,4.8,45.34,Clay,39.22,55.43,1580.86,Zaid,Sprinkler,Rice
93,10,111,4.85,57.73,Silt,30.13,30.03,1014.33,Rabi,Rainfed,Potato
73,30,37,6.79,35.43,Sandy,11.44,63.21,1694.61,Rabi,Canal,Wheat
39,71,11,6.09,35.38,Silt,10.14,32.97,2890.03,Rabi,Sprinkler,Wheat
98,73,75,5.67,15.86,Sandy,27.82,85.86,553.27,Kharif,Drip,Millet
50,82,25,5.76,29.51,Sandy,39.29,82.2,1431.93,Rabi,Canal,Barley
154,65,66,5.33,52.62,Sandy,25.72,36.89,2324.67,Zaid,Drip,Rice
77,10,32,6.15,16.76,Silt,20.62,38.81,650.07,Rabi,Sprinkler,Wheat
124,30,32,5.31,55.88,Sandy,38.17,87.21,2193.89,Rabi,Rainfed,Rice
29,31,86,7.29,43.37,Sandy,39.52,78.81,1320.56,Zaid,Rainfed,Rice
29,63,30,5,31.05,Sandy,33.53,86.52,1938.26,Kharif,Rainfed,Rice
58,13,112,8.29,37.32,Silt,31.54,50.07,1671.72,Kharif,Rainfed,Rice
56,74,34,4.86,17.52,Clay,10.06,36.66,1461.56,Kharif,Rainfed,Pulses
138,60,67,8.27,20.87,Sandy,19.41,66.92,1541.3,Zaid,Canal,Wheat
86,83,46,7.83,24.32,Sandy,37.76,88,612.29,Zaid,Canal,Millet
62,72,58,7.22,29.24,Sandy,21.04,37.8,1415.71,Rabi,Rainfed,Potato
71,24,86,8.15,55.78,Sandy,20.04,79.13,2308.6,Rabi,Canal,Rice
120,45,24,5.06,28.38,Sandy,26.12,51.58,2710.62,Zaid,Canal,Rice
75,38,37,5.21,36.19,Clay,23.43,36.93,1954.72,Kharif,Rainfed,Rice
95,61,76,5.51,18.1,Loamy,35.76,57.54,2516.46,Rabi,Canal,Rice
87,55,96,5.48,46.8,Loamy,12.45,59.32,1621.17,Kharif,Drip,Maize
156,78,13,5.74,38.01,Sandy,29.76,30.55,805.26,Zaid,Rainfed,Barley
125,38,56,6.8,32,Silt,30.92,58.47,2227.06,Rabi,Sprinkler,Rice
144,56,59,4.61,57.36,Clay,36.4,68.85,2165.18,Kharif,Rainfed,Rice
111,34,69,6.03,54.53,Clay,22.47,75.88,220.36,Rabi,Canal,Barley
42,89,71,5.49,42.98,Clay,18.85,35.91,1542.58,Zaid,Canal,Millet
128,25,76,6.93,56.09,Loamy,28.8,82.59,2822.88,Rabi,Rainfed,Rice
80,50,112,8.44,38.24,Silt,31.75,40.06,2956.2,Zaid,Sprinkler,Rice
63,74,81,6.57,51.35,Loamy,15.13,69.5,1479.38,Rabi,Canal,Wheat
35,78,52,6.2,30.47,Clay,14.74,63.16,2221.01,Zaid,Drip,Wheat
41,29,98,5.97,14.34,Loamy,17.91,82.8,249.4,Rabi,Drip,Potato
76,78,67,7.64,59.71,Loamy,17.44,32.32,950.64,Rabi,Canal,Wheat
81,45,114,4.79,18.28,Sandy,32.52,41.49,2220.94,Zaid,Rainfed,Rice
126,67,61,8.34,22.58,Sandy,25.92,37.32,2028.39,Zaid,Drip,Rice
90,57,85,6.17,18.16,Sandy,26.43,49.65,2049.59,Kharif,Canal,Rice
109,11,78,5.75,26.87,Clay,10.44,50.33,2150.19,Kharif,Rainfed,Sugarcane
91,89,106,8.4,24.46,Sandy,39.83,35.32,1402.16,Zaid,Sprinkler,Wheat
89,38,55,8.24,40.06,Clay,34.89,60.86,2826.1,Kharif,Rainfed,Rice
49,25,34,7.07,59.82,Sandy,23.31,36.97,1225.21,Zaid,Canal,Pulses
122,44,34,4.57,12.63,Clay,12.01,34.46,2725.84,Zaid,Canal,Sugarcane
51,71,44,7.49,48.92,Loamy,30.83,31.99,368.83,Kharif,Sprinkler,Millet
105,13,70,5.84,16.4,Silt,26.05,85.75,2577.73,Rabi,Drip,Rice
76,77,24,6.05,10.99,Clay,30.33,53.8,1049.2,Rabi,Rainfed,Wheat
128,60,115,5.13,41.93,Loamy,30.33,47.02,2047.33,Rabi,Rainfed,Rice
28,42,99,6.59,53.67,Sandy,14.64,58.94,353.94,Zaid,Rainfed,Wheat
50,87,83,7.48,18.81,Loamy,19.86,39.46,424.13,Zaid,Rainfed,Wheat
90,33,97,5.59,27.08,Loamy,10.53,54.37,359.57,Zaid,Drip,Potato
156,84,44,8.25,18.44,Silt,39.47,41.43,1557.72,Rabi,Drip,Rice
32,34,38,5.28,55.33,Sandy,34.19,48.26,1365.34,Rabi,Drip,Wheat
150,37,47,4.77,23.52,Clay,37.86,85.45,1093.63,Zaid,Drip,Sugarcane
54,16,78,7.08,32.24,Clay,11.32,38.92,1448.68,Zaid,Sprinkler,Wheat
40,45,33,7.9,54.74,Clay,25.01,58.43,1078.02,Rabi,Rainfed,Wheat
83,19,28,8.31,37.64,Sandy,32.42,69.65,2640.16,Zaid,Sprinkler,Rice
114,45,55,7.57,56.64,Clay,13.11,85.08,1775.85,Rabi,Drip,Wheat
53,27,58,5.3,56.32,Silt,33.31,85.38,1068.62,Kharif,Canal,Cotton
140,15,53,8.41,33.08,Loamy,29.43,44.84,1473.12,Zaid,Drip,Sugarcane
34,16,82,8.18,39.12,Sandy,39.55,86.59,2628.03,Zaid,Rainfed,Rice
139,21,35,5.15,21.52,Clay,14.23,49.88,1345.54,Zaid,Canal,Sugarcane
115,50,34,6.74,59.53,Loamy,28.88,83.7,1396.08,Rabi,Rainfed,Sugarcane
25,72,44,6.72,23.92,Loamy,38.41,35.59,1145.55,Kharif,Drip,Sugarcane
128,34,45,6.27,49.17,Silt,32.31,41.9,929.3,Rabi,Canal,Wheat
116,62,23,8.44,25.65,Clay,20.08,34.74,1520.91,Kharif,Rainfed,Rice
51,42,65,4.74,25.65,Sandy,13.58,47.94,2262.45,Rabi,Drip,Wheat
102,82,15,7.01,15.19,Loamy,38.91,82.43,1230.33,Zaid,Canal,Sugarcane
137,15,41,5.32,37.99,Silt,12.16,39.56,835,Kharif,Drip,Cotton
98,71,35,6.61,22.24,Loamy,39.26,43.49,2048,Kharif,Canal,Rice
97,75,24,7.62,17.42,Silt,19.11,42.97,2463.97,Kharif,Sprinkler,Wheat
126,18,58,5.49,21.33,Silt,35.81,46.48,261.06,Rabi,Sprinkler,Millet
145,76,104,6.07,22.55,Loamy,26.63,31.12,1970.77,Rabi,Sprinkler,Rice
34,25,65,8.3,35.2,Loamy,37.38,55.43,2722.59,Rabi,Drip,Rice
153,64,46,7.55,29.3,Clay,22.8,88.58,447.54,Kharif,Canal,Tomato
92,49,111,6.79,13.77,Sandy,35.49,56.89,2717.92,Kharif,Sprinkler,Rice
120,35,62,5.39,36.8,Silt,17.15,78.8,529.72,Kharif,Sprinkler,Millet
117,47,67,6.2,49.39,Silt,24,64.29,2991.13,Rabi,Drip,Rice
45,44,110,7.6,38.71,Loamy,35.39,30.89,1632.91,Kharif,Sprinkler,Rice
111,77,92,7.78,58.73,Loamy,13.55,65.13,2243.94,Rabi,Drip,Wheat
144,68,87,5.48,14.96,Loamy,31.86,86.79,375.78,Kharif,Drip,Millet
92,23,45,7.15,51.06,Sandy,23.11,63.21,486.93,Rabi,Rainfed,Cotton
142,56,110,4.88,35.28,Loamy,25.4,61.68,2897.24,Rabi,Rainfed,Rice
72,80,20,4.59,36.08,Silt,27.37,70.21,2967.9,Rabi,Drip,Rice
97,81,36,6.69,35.95,Silt,18.27,82.25,975.98,Rabi,Drip,Wheat
111,51,11,5.4,26.27,Silt,12.89,63.89,1157.38,Rabi,Sprinkler,Sugarcane
107,60,31,4.82,26.23,Sandy,10.56,54.39,227.93,Kharif,Canal,Cotton
32,28,75,7.42,41.59,Sandy,22.93,32.22,2876.84,Kharif,Sprinkler,Rice
62,75,93,6.49,12.24,Sandy,18.07,36.66,2769.41,Kharif,Sprinkler,Wheat
95,56,117,7.69,39.44,Sandy,28.99,68.92,524.67,Rabi,Canal,Millet
70,74,26,7.16,46.23,Clay,31.48,67.14,1222.17,Rabi,Sprinkler,Barley
38,51,13,7.42,27.82,Clay,25.11,44.34,2906.63,Rabi,Rainfed,Rice
141,47,23,5.73,20.87,Clay,28.57,73.14,552.21,Zaid,Canal,Millet
43,22,16,5.55,20.67,Loamy,26.82,46.78,2646.45,Rabi,Sprinkler,Rice
45,53,88,6.9,14.09,Sandy,10.14,48.3,764.75,Kharif,Rainfed,Wheat
139,33,103,5.3,14.49,Sandy,35.25,33.68,391.32,Rabi,Sprinkler,Millet
101,39,25,7.76,18.33,Clay,11.79,63.02,598.1,Rabi,Drip,Wheat
119,79,113,6.59,10.96,Clay,22.31,47.26,2187.63,Kharif,Drip,Rice
36,47,75,5.41,23.31,Sandy,13.33,79.14,584.45,Rabi,Sprinkler,Cotton
87,32,28,7,25.32,Clay,29.87,78.09,210.47,Rabi,Drip,Millet
63,83,10,8.28,59.76,Loamy,19.77,37.71,2371.94,Rabi,Rainfed,Wheat
80,66,40,4.83,59.58,Loamy,12.13,39.6,2035.4,Rabi,Rainfed,Potato
142,88,13,4.94,19.35,Loamy,11.36,49.26,2658.83,Zaid,Canal,Sugarcane
112,32,100,7.88,20.65,Silt,17.11,64.85,1817.51,Zaid,Canal,Wheat
93,45,67,4.94,34.6,Silt,30.02,50.55,327.6,Zaid,Rainfed,Millet
86,66,65,4.66,17.44,Sandy,31.55,51.02,260.44,Kharif,Sprinkler,Millet
130,10,62,5.89,35.2,Silt,13.85,38.4,2398.86,Rabi,Sprinkler,Sugarcane
21,81,98,6.37,29.97,Clay,14.17,50.14,2691.79,Kharif,Canal,Wheat
108,12,95,6.78,26.23,Loamy,27.8,58.22,2440.81,Rabi,Canal,Rice
45,23,52,6.53,51.13,Loamy,38.72,89.08,1247.3,Zaid,Canal,Tomato
118,43,83,8.15,51.41,Silt,26.59,80.28,2053.8,Rabi,Canal,Rice
46,79,106,7.57,59.39,Loamy,31.35,77.58,417.83,Zaid,Drip,Millet
108,78,58,8.44,21.15,Loamy,27.26,63.59,2211.06,Kharif,Rainfed,Rice
20,60,117,6.41,54.41,Loamy,13.15,51.61,898.85,Zaid,Rainfed,Wheat
122,38,69,4.84,36.89,Clay,38.39,81.42,2816.06,Zaid,Rainfed,Rice
150,57,103,8.32,39.57,Silt,12.16,50.85,1145.58,Zaid,Drip,Wheat
60,88,103,4.52,54.81,Loamy,32.8,65.57,1150.01,Rabi,Drip,Barley
70,88,25,7.6,57.13,Loamy,39.38,45.43,1001.71,Kharif,Rainfed,Sugarcane
34,25,82,4.63,46.34,Loamy,19.57,76.58,1973.83,Kharif,Canal,Pulses
27,66,90,7.54,27.39,Sandy,15.15,60.87,471.25,Rabi,Drip,Wheat
57,19,108,8.25,34.48,Clay,26.99,83.71,349.8,Zaid,Canal,Millet
133,28,69,6.06,40.75,Silt,33.85,64.13,2149.15,Zaid,Sprinkler,Rice
102,76,56,5.46,51.43,Loamy,38.48,39.86,2847.71,Kharif,Sprinkler,Rice
75,45,24,5.41,42.9,Clay,30.81,89.58,2282.43,Zaid,Canal,Rice
122,13,72,6.47,28.27,Loamy,20.08,60.12,899.61,Rabi,Canal,Wheat
157,84,37,5.18,30.89,Silt,24.83,45.04,1214.04,Kharif,Rainfed,Sugarcane
121,42,29,7.19,12.52,Silt,32.84,49.76,769.46,Zaid,Rainfed,Millet
97,37,106,5.97,56.21,Sandy,33.64,37.27,2115.46,Zaid,Canal,Rice
102,89,72,5.79,14.41,Sandy,12.23,34.44,864.57,Kharif,Drip,Tomato
49,18,42,6.35,39,Sandy,28.41,57.03,1799.64,Rabi,Rainfed,Rice
24,84,45,6.67,53.58,Sandy,39.02,87.11,2550.51,Rabi,Rainfed,Rice
138,15,22,5.07,31.04,Loamy,33.56,37.38,1645.95,Zaid,Rainfed,Rice
50,58,71,7.33,50.01,Clay,10.22,84.16,1861.76,Rabi,Rainfed,Wheat
42,85,77,8.03,50.19,Loamy,16.75,77.8,2910.77,Kharif,Drip,Wheat
67,31,32,5.61,12.99,Sandy,23.35,78.39,1093.77,Zaid,Drip,Maize
128,57,81,5.22,30.61,Sandy,31.19,72.6,2432.78,Zaid,Rainfed,Rice
59,30,22,7.54,44.55,Loamy,26.66,65.51,2123.07,Rabi,Drip,Rice
25,42,97,5.23,31.12,Loamy,12.32,37.28,516.86,Kharif,Rainfed,Maize
57,65,49,4.67,37.26,Clay,32.15,64.54,2971.31,Kharif,Rainfed,Rice
119,38,119,6.98,39.72,Clay,35.16,51.12,2130.82,Kharif,Canal,Rice
46,62,39,5.46,17.56,Silt,16.17,36.32,239.03,Kharif,Drip,Tomato
88,49,103,5.19,30.6,Clay,12.02,78.23,2222.58,Rabi,Canal,Barley
76,83,34,8.43,11.42,Clay,33.73,62.79,574.9,Kharif,Canal,Millet
36,27,106,5.67,17.48,Sandy,29.21,74.7,1021.27,Kharif,Drip,Rice
90,56,82,8.11,35.61,Sandy,34.11,58.77,1175.45,Kharif,Rainfed,Sugarcane
66,22,35,5.21,38.68,Silt,27,63.1,1067.35,Kharif,Rainfed,Rice
98,36,33,7.78,17.31,Silt,22.86,72.74,2284.46,Kharif,Drip,Rice
129,71,106,6.51,47.78,Clay,38.89,44.82,2309.14,Rabi,Sprinkler,Rice
32,83,48,4.81,28.65,Clay,33.4,80.82,1679.71,Kharif,Canal,Rice
158,54,98,7.43,56.03,Silt,22.36,55.26,1787.65,Kharif,Rainfed,Rice
143,12,118,8.07,29.38,Silt,37.23,72.51,1078.1,Kharif,Canal,Sugarcane
128,31,88,5.15,17.49,Sandy,39.8,49.56,264.97,Kharif,Canal,Millet
109,36,70,7.4,47.9,Silt,19.25,72.15,1184.81,Kharif,Canal,Wheat
105,64,114,6.28,38.39,Sandy,36.77,32.61,226.38,Kharif,Drip,Millet
111,76,58,7.52,29.33,Sandy,11.36,85.76,2621.41,Zaid,Canal,Wheat
43,42,50,7.36,27.8,Silt,16.43,77.21,1994.17,Zaid,Rainfed,Wheat
92,11,79,4.61,17.54,Silt,14.83,69.89,2941.96,Zaid,Rainfed,Tomato
23,84,29,5.21,27.04,Clay,20.7,49.43,712.17,Zaid,Sprinkler,Wheat
132,55,53,6.38,11.47,Clay,26.88,80.56,2041.91,Rabi,Sprinkler,Rice
65,83,25,8.23,35.12,Sandy,31.6,76.06,726.19,Rabi,Sprinkler,Millet
37,42,30,5.87,54.84,Sandy,37.08,57.19,1989.14,Rabi,Sprinkler,Rice
62,67,24,7.02,49.77,Silt,14.76,41.85,1576.99,Rabi,Canal,Wheat
112,16,48,4.55,11.43,Loamy,27.35,40.53,2061.11,Zaid,Drip,Rice
122,24,51,7.34,54.06,Loamy,26.64,59.29,2230.9,Zaid,Canal,Rice
143,35,70,6.91,32.62,Silt,23.75,77,1663.93,Rabi,Canal,Rice
29,20,13,7.36,19.54,Sandy,30.84,72.87,1582.51,Kharif,Canal,Rice
92,47,33,8.12,47.62,Sandy,25.4,59.61,395.18,Kharif,Rainfed,Millet
50,36,12,5.09,26.14,Loamy,26.51,42.27,1218.48,Rabi,Sprinkler,Potato
79,16,10,5.55,22.67,Clay,37.1,44.35,1045.48,Kharif,Drip,Wheat
150,10,103,8.48,18.07,Sandy,35.81,33.46,1951.62,Rabi,Sprinkler,Rice
137,83,22,5.13,34.33,Silt,27.32,40.61,972.72,Rabi,Canal,Wheat
33,30,63,7.38,14.67,Sandy,14.69,30.77,850.62,Rabi,Sprinkler,Wheat
21,88,91,7.4,49.28,Sandy,38.76,70.47,2576.31,Rabi,Drip,Rice
43,39,49,7.23,33.53,Clay,28.68,65.29,2519.66,Rabi,Drip,Rice
83,17,20,5.41,32.35,Loamy,34.22,89.28,1119.93,Kharif,Canal,Potato
119,12,51,5.36,10.09,Clay,11.65,75.77,440.01,Rabi,Sprinkler,Wheat
133,64,102,7.17,50.89,Silt,36.9,44.77,1593.25,Rabi,Canal,Rice
43,24,13,5.25,34.64,Silt,30.8,72.47,1463.51,Rabi,Rainfed,Wheat
110,45,34,7.15,31.99,Clay,30.56,30.73,2635.56,Zaid,Canal,Rice
45,15,109,6.47,48.07,Silt,13.3,89.17,1731.42,Rabi,Sprinkler,Wheat
84,51,45,6.05,13.14,Silt,31.39,66.87,2839.76,Kharif,Rainfed,Rice
139,59,73,5.7,28.33,Sandy,12.3,37.18,1553.37,Kharif,Canal,Sugarcane
23,27,53,8.29,38.79,Silt,11.67,59.91,2068.42,Zaid,Sprinkler,Wheat
20,59,49,6.53,33.03,Sandy,19.76,86.44,1543.18,Rabi,Drip,Wheat
69,39,101,6.75,19.08,Silt,10.7,80.98,1099.12,Kharif,Rainfed,Wheat
129,86,54,8.3,24.96,Loamy,14.79,47.94,276.88,Kharif,Sprinkler,Wheat
158,48,17,7.12,25.01,Clay,31.78,53.77,2421.32,Kharif,Drip,Rice
93,21,94,8.33,59.6,Loamy,35.05,81.21,2728.79,Zaid,Rainfed,Rice
81,68,44,4.93,26.31,Clay,15.39,84,2254.06,Kharif,Rainfed,Cotton
100,85,53,7.89,20.26,Sandy,34.7,84.88,962.61,Rabi,Sprinkler,Barley
75,53,27,5.84,51.13,Loamy,24.42,86.87,2487.47,Kharif,Canal,Rice
130,13,56,7.74,31.06,Clay,38.74,60.03,1916.01,Rabi,Sprinkler,Rice
40,45,34,7.92,32.19,Sandy,14.18,81.69,2112.23,Rabi,Drip,Wheat
28,57,119,5.59,37.44,Silt,11.61,50.82,385.55,Rabi,Sprinkler,Barley
158,23,50,6.14,39.78,Silt,35.35,80.29,1829.14,Zaid,Canal,Rice
89,58,14,7.4,39.53,Sandy,20.86,50.85,1771.21,Kharif,Drip,Rice
148,76,73,4.9,11.72,Clay,23.72,66.5,2052.67,Rabi,Rainfed,Rice
137,86,71,7.52,50.94,Sandy,25.35,58.11,2360.57,Zaid,Drip,Rice
75,18,81,4.94,19.74,Clay,34.76,83.58,1332.98,Rabi,Drip,Barley
50,30,96,8.16,24.62,Clay,12.28,33.99,633.93,Kharif,Drip,Wheat
56,81,12,5.61,18.67,Clay,26.53,86.93,2786.83,Rabi,Drip,Rice
110,25,117,6.8,48.35,Silt,22.92,57.73,2374.4,Kharif,Sprinkler,Rice
133,25,46,4.97,39.18,Clay,20.21,58.88,1713.03,Kharif,Drip,Rice
147,37,104,5.58,47.76,Sandy,20.44,79.67,1192.68,Kharif,Sprinkler,Sugarcane
141,60,102,6.12,42.67,Silt,37.91,69.97,2955.12,Kharif,Drip,Rice
88,65,50,6.45,15.21,Clay,18.04,87.22,461.68,Kharif,Canal,Wheat
55,89,29,4.5,25.07,Silt,23.64,62.8,2816.92,Rabi,Canal,Rice
51,66,76,8.05,35.36,Silt,24.78,63.52,1331.61,Kharif,Rainfed,Barley
83,61,96,4.53,25.25,Clay,31.6,88.3,471.11,Zaid,Rainfed,Millet
67,55,49,7.59,20.37,Clay,25.57,85.59,1261.69,Kharif,Rainfed,Barley
100,87,94,6.38,53.49,Sandy,28.64,42.52,2299.03,Rabi,Canal,Rice
79,47,86,6.6,47.39,Silt,21.96,48.42,1389.36,Zaid,Drip,Tomato
20,57,17,5.33,27.26,Loamy,31.56,67.52,1580.5,Rabi,Drip,Rice
84,50,14,6.93,48.25,Silt,23.98,86.36,2505.69,Zaid,Canal,Rice
52,68,34,6.65,41.38,Clay,16.68,63.8,1923.46,Zaid,Sprinkler,Wheat
57,76,48,5.16,10.19,Loamy,34.51,73.97,2070.63,Rabi,Sprinkler,Rice
44,83,46,5.45,29.01,Loamy,32.96,35.64,631.25,Kharif,Canal,Millet
78,75,114,4.77,24.52,Clay,28.82,61.36,906.87,Rabi,Rainfed,Barley
120,36,14,4.77,20.9,Silt,25.66,38.86,1351.52,Kharif,Rainfed,Sugarcane
146,41,17,4.56,22.58,Loamy,16.25,45.64,507.52,Zaid,Drip,Maize
60,65,117,5.38,57.12,Loamy,36.05,39.98,981.51,Zaid,Sprinkler,Sugarcane
76,19,13,7.22,34.32,Silt,12.92,39.95,2533.77,Rabi,Sprinkler,Wheat
67,49,50,5.76,52.39,Clay,21.5,89.5,261.98,Rabi,Sprinkler,Wheat
91,26,69,5.87,20.71,Silt,35.58,47.89,342.61,Kharif,Canal,Millet
75,67,63,5.03,18.72,Silt,27.87,63.93,2123.73,Zaid,Drip,Rice
84,15,31,6.8,54.44,Sandy,23.16,31.21,1281.19,Kharif,Sprinkler,Sugarcane
